order_id,order_date,category,product,region,segment,ship_mode,payment,quantity,unit_price,discount,revenue,profit,profit_margin,month,month_num,quarter,weekday
ORD100592,2023-12-09,Home & Kitchen,Pressure Cooker,South,Home Office,Express,Debit Card,3,4607.93,0.0,13823.79,6643.38,48.06,December,12,Q4,Saturday
ORD100593,2023-06-09,Books,Textbook,East,Consumer,Standard,Debit Card,2,1225.81,0.0,2451.62,915.53,37.34,June,6,Q2,Friday
ORD100594,2023-07-22,Sports,Cricket Bat,South,Consumer,Same Day,UPI,1,13680.24,0.0,13680.24,4277.63,31.27,July,7,Q3,Saturday
ORD100595,2023-05-16,Clothing,T-Shirt,North,Consumer,Economy,UPI,4,2494.57,0.0,9978.28,4979.94,49.91,May,5,Q2,Tuesday
ORD100596,2023-02-22,Home & Kitchen,Water Purifier,North,Home Office,Express,Credit Card,2,6478.51,0.0,12957.02,4039.58,31.18,February,2,Q1,Wednesday
ORD100597,2023-06-19,Books,Self-Help,South,Consumer,Same Day,COD,5,1097.75,0.2,4391.0,583.95,13.3,June,6,Q2,Monday
ORD100598,2023-11-04,Electronics,Smartwatch,West,Corporate,Same Day,Net Banking,3,74669.75,0.0,224009.25,115227.11,51.44,November,11,Q4,Saturday
ORD100599,2023-04-24,Home & Kitchen,Water Purifier,Central,Consumer,Same Day,UPI,5,9491.17,0.15,40337.47,14235.96,35.29,April,4,Q2,Monday
ORD100600,2023-02-08,Home & Kitchen,Mixer,South,Corporate,Same Day,UPI,4,12249.22,0.1,44097.19,15552.28,35.27,February,2,Q1,Wednesday
ORD100601,2023-10-27,Sports,Running Shoes,North,Corporate,Economy,COD,5,11166.82,0.1,50250.69,17988.27,35.8,October,10,Q4,Friday
ORD100602,2023-12-03,Clothing,Jeans,East,Corporate,Same Day,Net Banking,1,2160.19,0.0,2160.19,907.98,42.03,December,12,Q4,Sunday
ORD100603,2023-05-07,Home & Kitchen,Bedsheet,North,Consumer,Express,Debit Card,2,13069.21,0.0,26138.42,8345.06,31.93,May,5,Q2,Sunday
ORD100604,2023-08-27,Clothing,Kurta,East,Home Office,Same Day,Credit Card,1,4194.47,0.0,4194.47,1352.78,32.25,August,8,Q3,Sunday
ORD100605,2023-04-07,Home & Kitchen,Lamp,South,Corporate,Express,Debit Card,1,7707.81,0.0,7707.81,3578.95,46.43,April,4,Q2,Friday
ORD100606,2023-04-29,Books,Fiction Novel,West,Home Office,Standard,Credit Card,5,201.33,0.0,1006.65,505.62,50.23,April,4,Q2,Saturday
ORD100607,2023-11-16,Sports,Yoga Mat,North,Corporate,Express,COD,2,2277.06,0.2,3643.3,1257.71,34.52,November,11,Q4,Thursday
ORD100608,2023-03-15,Books,Biography,Central,Consumer,Economy,Net Banking,1,1100.6,0.0,1100.6,442.07,40.17,March,3,Q1,Wednesday
ORD100609,2023-02-17,Electronics,Laptop,Central,Consumer,Economy,Credit Card,2,28665.26,0.05,54463.99,18706.97,34.35,February,2,Q1,Friday
ORD100610,2023-01-26,Clothing,T-Shirt,North,Corporate,Economy,Debit Card,4,2639.95,0.0,10559.8,4667.19,44.2,January,1,Q1,Thursday
ORD100611,2023-01-28,Electronics,Smartwatch,Central,Consumer,Same Day,UPI,3,19773.49,0.1,53388.42,23693.95,44.38,January,1,Q1,Saturday
ORD100612,2023-01-20,Books,Self-Help,East,Consumer,Standard,UPI,2,1012.19,0.0,2024.38,890.21,43.97,January,1,Q1,Friday
ORD100613,2023-06-20,Clothing,Jeans,East,Home Office,Economy,COD,1,1333.84,0.0,1333.84,403.34,30.24,June,6,Q2,Tuesday
ORD100614,2023-03-30,Home & Kitchen,Bedsheet,North,Home Office,Standard,COD,5,1669.87,0.0,8349.35,4095.95,49.06,March,3,Q1,Thursday
ORD100615,2023-09-19,Home & Kitchen,Lamp,Central,Home Office,Express,Credit Card,2,3115.13,0.1,5607.23,2247.38,40.08,September,9,Q3,Tuesday
ORD100616,2023-05-30,Clothing,Kurta,North,Consumer,Same Day,Credit Card,1,1164.64,0.05,1106.41,537.93,48.62,May,5,Q2,Tuesday
ORD100617,2023-01-16,Clothing,Saree,South,Corporate,Same Day,Credit Card,1,4669.84,0.05,4436.35,1675.13,37.76,January,1,Q1,Monday
ORD100618,2023-12-24,Sports,Running Shoes,North,Corporate,Express,Debit Card,2,2210.89,0.15,3758.51,1523.63,40.54,December,12,Q4,Sunday
ORD100619,2023-08-26,Sports,Cycle,West,Corporate,Same Day,COD,4,18964.4,0.05,72064.72,25356.89,35.19,August,8,Q3,Saturday
ORD100620,2023-10-24,Clothing,Kurta,North,Consumer,Express,Net Banking,4,1968.14,0.1,7085.3,2467.77,34.83,October,10,Q4,Tuesday
ORD100621,2023-10-27,Clothing,Saree,East,Home Office,Same Day,UPI,5,2079.94,0.0,10399.7,4569.66,43.94,October,10,Q4,Friday
ORD100622,2023-05-05,Books,Biography,South,Corporate,Express,UPI,3,772.26,0.0,2316.78,1134.36,48.96,May,5,Q2,Friday
ORD100623,2023-07-19,Books,Self-Help,West,Home Office,Express,COD,5,1036.32,0.0,5181.6,2268.77,43.79,July,7,Q3,Wednesday
ORD100624,2023-06-27,Electronics,Smartphone,Central,Home Office,Same Day,Net Banking,1,76506.52,0.0,76506.52,26775.79,35.0,June,6,Q2,Tuesday
ORD100625,2023-10-16,Electronics,Headphones,West,Home Office,Economy,COD,3,13908.28,0.0,41724.84,20014.2,47.97,October,10,Q4,Monday
ORD100626,2023-12-31,Sports,Cricket Bat,North,Consumer,Standard,COD,3,8160.73,0.1,22033.97,8448.44,38.34,December,12,Q4,Sunday
ORD100627,2023-02-27,Home & Kitchen,Bedsheet,North,Corporate,Express,Credit Card,4,8822.77,0.0,35291.08,15433.73,43.73,February,2,Q1,Monday
ORD100628,2023-04-19,Clothing,Jacket,East,Consumer,Same Day,UPI,3,1754.67,0.05,5000.81,1417.04,28.34,April,4,Q2,Wednesday
ORD100629,2023-10-07,Electronics,Tablet,East,Consumer,Standard,Credit Card,1,12571.34,0.15,10685.64,2401.37,22.47,October,10,Q4,Saturday
ORD100630,2023-07-07,Clothing,Jeans,Central,Corporate,Express,Debit Card,1,3077.66,0.1,2769.89,856.54,30.92,July,7,Q3,Friday
ORD100631,2023-11-28,Books,Self-Help,Central,Home Office,Standard,Net Banking,3,527.48,0.0,1582.44,832.57,52.61,November,11,Q4,Tuesday
ORD100632,2023-11-22,Home & Kitchen,Water Purifier,West,Corporate,Same Day,Credit Card,2,8019.42,0.0,16038.84,5502.36,34.31,November,11,Q4,Wednesday
ORD100633,2023-11-12,Books,Textbook,East,Corporate,Same Day,COD,2,924.9,0.0,1849.8,870.34,47.05,November,11,Q4,Sunday
ORD100634,2023-08-12,Home & Kitchen,Lamp,North,Consumer,Same Day,COD,3,13362.07,0.0,40086.21,12060.89,30.09,August,8,Q3,Saturday
ORD100635,2023-09-24,Home & Kitchen,Bedsheet,North,Corporate,Standard,Debit Card,4,13674.96,0.1,49229.86,16043.25,32.59,September,9,Q3,Sunday
ORD100636,2023-10-04,Electronics,Headphones,West,Consumer,Economy,Net Banking,1,6527.64,0.05,6201.26,1866.95,30.11,October,10,Q4,Wednesday
ORD100637,2023-05-20,Clothing,T-Shirt,East,Consumer,Standard,UPI,3,456.41,0.0,1369.23,590.68,43.14,May,5,Q2,Saturday
ORD100638,2023-06-29,Electronics,Tablet,East,Consumer,Express,Debit Card,1,37631.58,0.0,37631.58,18345.52,48.75,June,6,Q2,Thursday
ORD100639,2023-11-28,Home & Kitchen,Lamp,West,Corporate,Standard,Credit Card,3,591.71,0.0,1775.13,944.77,53.22,November,11,Q4,Tuesday
ORD100640,2023-03-01,Books,Self-Help,West,Consumer,Standard,Net Banking,3,491.6,0.2,1179.84,370.04,31.36,March,3,Q1,Wednesday
ORD100641,2023-06-17,Electronics,Smartwatch,South,Home Office,Express,COD,3,45236.49,0.1,122138.52,28430.64,23.28,June,6,Q2,Saturday
ORD100642,2023-07-23,Clothing,Jeans,Central,Home Office,Same Day,Net Banking,1,4008.34,0.05,3807.92,1391.13,36.53,July,7,Q3,Sunday
ORD100643,2023-09-13,Sports,Cricket Bat,East,Home Office,Economy,COD,4,2984.03,0.2,9548.9,2732.43,28.62,September,9,Q3,Wednesday
ORD100644,2023-03-28,Books,Fiction Novel,North,Corporate,Same Day,COD,1,286.62,0.0,286.62,122.3,42.67,March,3,Q1,Tuesday
ORD100645,2023-07-09,Home & Kitchen,Lamp,North,Home Office,Same Day,UPI,5,4557.04,0.2,18228.16,7305.62,40.08,July,7,Q3,Sunday
ORD100646,2023-02-03,Sports,Cricket Bat,West,Consumer,Same Day,COD,1,4498.49,0.15,3823.72,1680.4,43.95,February,2,Q1,Friday
ORD100647,2023-06-13,Books,Textbook,West,Home Office,Standard,Credit Card,1,185.34,0.05,176.07,83.28,47.3,June,6,Q2,Tuesday
ORD100648,2023-01-31,Electronics,Headphones,West,Corporate,Standard,UPI,3,13511.37,0.05,38507.4,18387.04,47.75,January,1,Q1,Tuesday
ORD100649,2023-01-06,Sports,Yoga Mat,East,Consumer,Economy,Credit Card,4,4043.73,0.0,16174.92,7543.73,46.64,January,1,Q1,Friday
ORD100650,2023-05-30,Home & Kitchen,Water Purifier,South,Home Office,Economy,Net Banking,5,9246.47,0.0,46232.35,18993.87,41.08,May,5,Q2,Tuesday
ORD100651,2023-01-25,Electronics,Headphones,East,Corporate,Economy,COD,4,62974.78,0.1,226709.21,102531.17,45.23,January,1,Q1,Wednesday
ORD100652,2023-02-19,Home & Kitchen,Bedsheet,East,Corporate,Same Day,Debit Card,4,10001.95,0.15,34006.63,7720.28,22.7,February,2,Q1,Sunday
ORD100653,2023-01-08,Books,Self-Help,West,Home Office,Express,Credit Card,2,1296.14,0.0,2592.28,1298.88,50.11,January,1,Q1,Sunday
ORD100654,2023-09-04,Clothing,T-Shirt,North,Home Office,Standard,Debit Card,3,1176.93,0.05,3354.25,1018.47,30.36,September,9,Q3,Monday
ORD100655,2023-12-17,Home & Kitchen,Bedsheet,East,Consumer,Same Day,COD,5,4545.64,0.1,20455.38,5183.84,25.34,December,12,Q4,Sunday
ORD100656,2023-07-22,Sports,Cycle,West,Consumer,Economy,Debit Card,2,10480.54,0.0,20961.08,7255.14,34.61,July,7,Q3,Saturday
ORD100657,2023-11-11,Sports,Running Shoes,Central,Consumer,Same Day,Debit Card,3,16235.0,0.1,43834.5,19340.72,44.12,November,11,Q4,Saturday
ORD100658,2023-12-23,Sports,Dumbbells,South,Consumer,Same Day,Net Banking,3,6137.51,0.1,16571.28,8251.82,49.8,December,12,Q4,Saturday
ORD100659,2023-11-29,Electronics,Laptop,East,Home Office,Economy,Net Banking,5,16720.55,0.2,66882.2,24738.28,36.99,November,11,Q4,Wednesday
ORD100660,2023-07-09,Electronics,Laptop,Central,Corporate,Express,Credit Card,1,9895.79,0.0,9895.79,3983.32,40.25,July,7,Q3,Sunday
ORD100661,2023-09-09,Home & Kitchen,Mixer,South,Home Office,Standard,COD,3,8229.09,0.0,24687.27,10666.22,43.21,September,9,Q3,Saturday
ORD100662,2023-03-07,Clothing,Jeans,South,Home Office,Economy,UPI,2,356.42,0.0,712.84,293.42,41.16,March,3,Q1,Tuesday
ORD100663,2023-04-05,Books,Fiction Novel,South,Consumer,Express,Net Banking,3,1217.05,0.0,3651.15,1259.89,34.51,April,4,Q2,Wednesday
ORD100664,2023-08-04,Home & Kitchen,Water Purifier,Central,Home Office,Same Day,UPI,1,11923.97,0.15,10135.37,3586.26,35.38,August,8,Q3,Friday
ORD100665,2023-07-21,Books,Comics,North,Home Office,Express,COD,1,381.37,0.2,305.1,127.88,41.91,July,7,Q3,Friday
ORD100666,2023-11-16,Clothing,Saree,East,Consumer,Economy,Net Banking,4,777.41,0.2,2487.71,1035.8,41.64,November,11,Q4,Thursday
ORD100667,2023-07-06,Electronics,Smartphone,Central,Consumer,Standard,UPI,1,6871.08,0.15,5840.42,1354.3,23.19,July,7,Q3,Thursday
ORD100668,2023-12-29,Books,Self-Help,West,Corporate,Economy,Net Banking,3,427.25,0.15,1089.49,208.4,19.13,December,12,Q4,Friday
ORD100669,2023-01-25,Home & Kitchen,Bedsheet,East,Consumer,Express,COD,5,3152.1,0.2,12608.4,2931.64,23.25,January,1,Q1,Wednesday
ORD100670,2023-08-17,Clothing,Jacket,West,Home Office,Standard,Net Banking,3,4775.3,0.0,14325.9,6138.08,42.85,August,8,Q3,Thursday
ORD100671,2023-09-29,Home & Kitchen,Water Purifier,South,Corporate,Economy,Debit Card,4,14692.73,0.2,47016.74,18834.16,40.06,September,9,Q3,Friday
ORD100672,2023-05-29,Home & Kitchen,Mixer,East,Consumer,Standard,COD,1,6763.51,0.0,6763.51,3519.01,52.03,May,5,Q2,Monday
ORD100673,2023-03-13,Home & Kitchen,Pressure Cooker,South,Consumer,Economy,Debit Card,1,10992.13,0.15,9343.31,1933.83,20.7,March,3,Q1,Monday
ORD100674,2023-07-06,Books,Textbook,Central,Corporate,Express,Debit Card,2,414.33,0.05,787.23,239.9,30.47,July,7,Q3,Thursday
ORD100675,2023-03-15,Electronics,Smartwatch,South,Corporate,Standard,Net Banking,4,48649.9,0.05,184869.62,60311.49,32.62,March,3,Q1,Wednesday
ORD100676,2023-05-02,Electronics,Smartphone,North,Home Office,Economy,Net Banking,4,37932.32,0.0,151729.28,54754.7,36.09,May,5,Q2,Tuesday
ORD100677,2023-04-10,Books,Comics,Central,Corporate,Same Day,COD,4,126.21,0.1,454.36,168.07,36.99,April,4,Q2,Monday
ORD100678,2023-08-25,Home & Kitchen,Pressure Cooker,North,Home Office,Same Day,Credit Card,4,13187.84,0.0,52751.36,24116.86,45.72,August,8,Q3,Friday
ORD100679,2023-07-15,Electronics,Tablet,South,Consumer,Same Day,Debit Card,2,63142.49,0.2,101027.98,43758.6,43.31,July,7,Q3,Saturday
ORD100680,2023-05-10,Clothing,Jeans,East,Consumer,Express,Debit Card,3,1146.64,0.1,3095.93,1351.52,43.65,May,5,Q2,Wednesday
ORD100681,2023-01-11,Electronics,Headphones,Central,Home Office,Economy,COD,1,22764.55,0.0,22764.55,10766.91,47.3,January,1,Q1,Wednesday
ORD100682,2023-05-21,Electronics,Smartphone,South,Consumer,Express,Credit Card,1,48187.52,0.05,45778.14,14110.05,30.82,May,5,Q2,Sunday
ORD100683,2023-11-17,Clothing,Kurta,East,Consumer,Economy,Debit Card,1,1778.35,0.0,1778.35,572.63,32.2,November,11,Q4,Friday
ORD100684,2023-02-17,Books,Textbook,Central,Corporate,Economy,Net Banking,2,784.59,0.05,1490.72,776.64,52.1,February,2,Q1,Friday
ORD100685,2023-05-03,Books,Biography,West,Corporate,Express,UPI,4,838.7,0.0,3354.8,1720.19,51.28,May,5,Q2,Wednesday
ORD100686,2023-03-18,Books,Biography,Central,Corporate,Standard,COD,4,688.7,0.0,2754.8,1289.82,46.82,March,3,Q1,Saturday
ORD100687,2023-12-29,Electronics,Headphones,North,Home Office,Economy,Credit Card,1,54389.56,0.2,43511.65,15834.5,36.39,December,12,Q4,Friday
ORD100688,2023-05-15,Electronics,Tablet,East,Home Office,Standard,Net Banking,5,8037.42,0.05,38177.74,13517.23,35.41,May,5,Q2,Monday
ORD100689,2023-08-21,Sports,Running Shoes,West,Consumer,Express,COD,5,9454.32,0.2,37817.28,7204.04,19.05,August,8,Q3,Monday
ORD100690,2023-10-07,Books,Textbook,East,Home Office,Same Day,COD,1,1185.94,0.0,1185.94,566.76,47.79,October,10,Q4,Saturday
ORD100691,2023-04-10,Sports,Yoga Mat,Central,Corporate,Standard,Debit Card,5,2590.61,0.0,12953.05,5966.18,46.06,April,4,Q2,Monday
ORD100692,2023-10-09,Clothing,Saree,West,Home Office,Express,UPI,3,3921.4,0.0,11764.2,5132.07,43.62,October,10,Q4,Monday
ORD100693,2023-03-10,Electronics,Headphones,North,Consumer,Economy,Debit Card,2,35874.18,0.2,57398.69,11545.98,20.12,March,3,Q1,Friday
ORD100694,2023-03-25,Books,Self-Help,South,Corporate,Express,COD,5,1328.28,0.0,6641.4,3463.05,52.14,March,3,Q1,Saturday
ORD100695,2023-01-31,Clothing,Jacket,Central,Home Office,Economy,COD,4,1451.99,0.15,4936.77,1722.35,34.89,January,1,Q1,Tuesday
ORD100696,2023-11-03,Home & Kitchen,Lamp,South,Home Office,Same Day,Net Banking,1,8589.36,0.15,7300.96,1972.57,27.02,November,11,Q4,Friday
ORD100697,2023-06-25,Books,Comics,North,Consumer,Standard,Net Banking,2,1015.22,0.2,1624.35,455.24,28.03,June,6,Q2,Sunday
ORD100698,2023-03-10,Home & Kitchen,Water Purifier,North,Corporate,Economy,Net Banking,1,2550.75,0.0,2550.75,1371.88,53.78,March,3,Q1,Friday
ORD100699,2023-12-24,Home & Kitchen,Mixer,North,Home Office,Express,Credit Card,2,4485.72,0.1,8074.3,3471.39,42.99,December,12,Q4,Sunday
ORD100700,2023-05-06,Clothing,T-Shirt,South,Consumer,Same Day,COD,2,3511.08,0.0,7022.16,2675.88,38.11,May,5,Q2,Saturday
ORD100701,2023-09-14,Books,Self-Help,Central,Consumer,Standard,Credit Card,4,133.3,0.0,533.2,161.27,30.25,September,9,Q3,Thursday
ORD100702,2023-03-19,Sports,Dumbbells,North,Corporate,Same Day,COD,3,3627.74,0.1,9794.9,2843.17,29.03,March,3,Q1,Sunday
ORD100703,2023-03-01,Home & Kitchen,Bedsheet,East,Home Office,Economy,UPI,2,13207.0,0.15,22451.9,8160.64,36.35,March,3,Q1,Wednesday
ORD100704,2023-09-06,Clothing,Saree,West,Corporate,Economy,COD,5,670.7,0.05,3185.82,1613.59,50.65,September,9,Q3,Wednesday
ORD100705,2023-10-08,Sports,Cycle,East,Home Office,Standard,Net Banking,5,13604.31,0.05,64620.47,25410.16,39.32,October,10,Q4,Sunday
ORD100706,2023-01-13,Electronics,Smartwatch,South,Corporate,Standard,UPI,5,22658.9,0.05,107629.77,35976.13,33.43,January,1,Q1,Friday
ORD100707,2023-05-01,Sports,Dumbbells,East,Corporate,Express,COD,3,4045.4,0.2,9708.96,3042.01,31.33,May,5,Q2,Monday
ORD100708,2023-12-09,Books,Biography,Central,Home Office,Standard,Net Banking,2,1012.03,0.1,1821.65,747.97,41.06,December,12,Q4,Saturday
ORD100709,2023-04-21,Electronics,Laptop,West,Corporate,Economy,Credit Card,5,69810.4,0.05,331599.4,115608.58,34.86,April,4,Q2,Friday
ORD100710,2023-08-23,Home & Kitchen,Pressure Cooker,East,Consumer,Standard,Net Banking,3,2472.4,0.05,7046.34,2880.48,40.88,August,8,Q3,Wednesday
ORD100711,2023-02-09,Sports,Cycle,South,Home Office,Economy,Credit Card,4,18042.21,0.05,68560.4,24846.81,36.24,February,2,Q1,Thursday
ORD100712,2023-08-16,Home & Kitchen,Mixer,South,Corporate,Express,Net Banking,2,4342.81,0.0,8685.62,3806.04,43.82,August,8,Q3,Wednesday
ORD100713,2023-09-09,Books,Biography,Central,Consumer,Same Day,Credit Card,1,575.85,0.0,575.85,291.4,50.6,September,9,Q3,Saturday
ORD100714,2023-07-28,Electronics,Laptop,Central,Home Office,Economy,UPI,3,40532.58,0.0,121597.74,58581.54,48.18,July,7,Q3,Friday
ORD100715,2023-11-05,Clothing,Jacket,East,Consumer,Same Day,UPI,2,2478.88,0.0,4957.76,1731.94,34.93,November,11,Q4,Sunday
ORD100716,2023-12-29,Books,Self-Help,East,Corporate,Standard,Credit Card,3,1318.0,0.2,3163.2,1277.77,40.39,December,12,Q4,Friday
ORD100717,2023-01-31,Books,Biography,North,Corporate,Same Day,COD,5,736.13,0.0,3680.65,1491.35,40.52,January,1,Q1,Tuesday
ORD100718,2023-06-13,Sports,Yoga Mat,South,Home Office,Standard,COD,4,17560.5,0.0,70242.0,35867.01,51.06,June,6,Q2,Tuesday
ORD100719,2023-02-10,Clothing,T-Shirt,West,Consumer,Economy,COD,4,967.87,0.0,3871.48,2001.18,51.69,February,2,Q1,Friday
ORD100720,2023-10-10,Books,Biography,Central,Consumer,Express,UPI,2,164.23,0.15,279.19,70.85,25.38,October,10,Q4,Tuesday
ORD100721,2023-09-23,Clothing,Jeans,West,Consumer,Express,Net Banking,3,4325.76,0.15,11030.69,3660.82,33.19,September,9,Q3,Saturday
ORD100722,2023-03-03,Books,Biography,East,Consumer,Same Day,COD,2,659.33,0.1,1186.79,461.46,38.88,March,3,Q1,Friday
ORD100723,2023-05-05,Books,Self-Help,South,Consumer,Economy,Credit Card,5,721.56,0.15,3066.63,1106.16,36.07,May,5,Q2,Friday
ORD100724,2023-06-21,Sports,Cricket Bat,West,Corporate,Standard,Credit Card,3,8843.94,0.0,26531.82,12294.8,46.34,June,6,Q2,Wednesday
ORD100725,2023-03-12,Books,Self-Help,East,Corporate,Standard,Debit Card,5,893.27,0.0,4466.35,2071.53,46.38,March,3,Q1,Sunday
ORD100726,2023-12-19,Clothing,T-Shirt,West,Home Office,Standard,Net Banking,1,2399.39,0.05,2279.42,1039.34,45.6,December,12,Q4,Tuesday
ORD100727,2023-08-09,Clothing,Jacket,North,Consumer,Express,COD,5,1517.9,0.0,7589.5,3396.24,44.75,August,8,Q3,Wednesday
ORD100728,2023-10-03,Electronics,Smartphone,West,Consumer,Standard,Credit Card,5,22750.69,0.2,91002.76,18600.27,20.44,October,10,Q4,Tuesday
ORD100729,2023-03-24,Electronics,Smartphone,South,Consumer,Same Day,UPI,4,20707.46,0.0,82829.84,29422.43,35.52,March,3,Q1,Friday
ORD100730,2023-12-02,Clothing,T-Shirt,North,Home Office,Standard,Credit Card,3,2382.38,0.1,6432.43,1663.71,25.86,December,12,Q4,Saturday
ORD100731,2023-12-04,Home & Kitchen,Mixer,East,Corporate,Same Day,COD,2,7496.79,0.15,12744.54,3954.96,31.03,December,12,Q4,Monday
ORD100732,2023-06-25,Home & Kitchen,Mixer,Central,Home Office,Same Day,UPI,2,14015.65,0.05,26629.73,10485.41,39.37,June,6,Q2,Sunday
ORD100733,2023-07-27,Home & Kitchen,Lamp,East,Home Office,Standard,Net Banking,2,10052.84,0.0,20105.68,9980.73,49.64,July,7,Q3,Thursday
ORD100734,2023-10-15,Clothing,Jeans,North,Corporate,Express,Debit Card,1,319.69,0.05,303.71,159.37,52.47,October,10,Q4,Sunday
ORD100735,2023-04-23,Electronics,Tablet,Central,Home Office,Standard,Debit Card,2,54161.85,0.05,102907.51,27144.6,26.38,April,4,Q2,Sunday
ORD100736,2023-05-08,Clothing,Saree,North,Consumer,Same Day,Debit Card,1,4379.55,0.0,4379.55,1588.03,36.26,May,5,Q2,Monday
ORD100737,2023-12-15,Home & Kitchen,Water Purifier,South,Consumer,Economy,UPI,1,4476.33,0.2,3581.06,1213.27,33.88,December,12,Q4,Friday
ORD100738,2023-02-27,Home & Kitchen,Bedsheet,South,Corporate,Standard,Credit Card,3,12718.41,0.15,32431.95,11095.05,34.21,February,2,Q1,Monday
ORD100739,2023-05-30,Home & Kitchen,Bedsheet,East,Corporate,Express,Debit Card,5,11080.39,0.0,55401.95,22234.15,40.13,May,5,Q2,Tuesday
ORD100740,2023-08-29,Electronics,Headphones,East,Consumer,Standard,Credit Card,5,56072.5,0.05,266344.38,74253.24,27.88,August,8,Q3,Tuesday
ORD100741,2023-07-21,Clothing,Jacket,East,Consumer,Express,Net Banking,3,2840.23,0.2,6816.55,1460.12,21.42,July,7,Q3,Friday
ORD100742,2023-12-22,Clothing,Jacket,East,Home Office,Economy,Net Banking,2,2232.43,0.0,4464.86,2255.95,50.53,December,12,Q4,Friday
ORD100743,2023-09-07,Sports,Cricket Bat,North,Consumer,Same Day,COD,3,6337.72,0.0,19013.16,6939.11,36.5,September,9,Q3,Thursday
ORD100744,2023-01-06,Sports,Cricket Bat,Central,Corporate,Express,Net Banking,5,709.7,0.0,3548.5,1813.28,51.1,January,1,Q1,Friday
ORD100745,2023-04-21,Clothing,Jacket,North,Corporate,Express,UPI,3,2155.15,0.0,6465.45,3333.1,51.55,April,4,Q2,Friday
ORD100746,2023-04-27,Books,Comics,North,Home Office,Standard,UPI,2,381.56,0.15,648.65,151.56,23.37,April,4,Q2,Thursday
ORD100747,2023-01-09,Sports,Running Shoes,Central,Corporate,Standard,COD,3,12789.59,0.1,34531.89,14592.5,42.26,January,1,Q1,Monday
ORD100748,2023-08-07,Clothing,Jeans,South,Corporate,Standard,Credit Card,5,3943.17,0.1,17744.26,8303.96,46.8,August,8,Q3,Monday
ORD100749,2023-03-31,Home & Kitchen,Water Purifier,South,Corporate,Same Day,Debit Card,4,6784.59,0.05,25781.44,8847.93,34.32,March,3,Q1,Friday
ORD100750,2023-11-21,Clothing,Kurta,South,Corporate,Standard,COD,3,1342.15,0.1,3623.81,1421.84,39.24,November,11,Q4,Tuesday
ORD100751,2023-11-10,Home & Kitchen,Lamp,Central,Consumer,Standard,Net Banking,4,5434.36,0.1,19563.7,5187.33,26.52,November,11,Q4,Friday
ORD100752,2023-06-22,Sports,Yoga Mat,East,Corporate,Express,Net Banking,2,19994.44,0.0,39988.88,19189.42,47.99,June,6,Q2,Thursday
ORD100753,2023-07-04,Books,Textbook,West,Home Office,Same Day,Debit Card,3,408.45,0.2,980.28,156.6,15.98,July,7,Q3,Tuesday
ORD100754,2023-12-28,Books,Textbook,East,Corporate,Economy,Debit Card,5,351.02,0.2,1404.08,302.68,21.56,December,12,Q4,Thursday
ORD100755,2023-02-14,Electronics,Smartphone,North,Corporate,Economy,COD,4,21253.42,0.15,72261.63,24109.7,33.36,February,2,Q1,Tuesday
ORD100756,2023-08-03,Sports,Yoga Mat,Central,Consumer,Express,COD,2,16390.59,0.15,27864.0,7638.64,27.41,August,8,Q3,Thursday
ORD100757,2023-11-18,Clothing,Jacket,North,Corporate,Economy,Credit Card,1,1595.36,0.1,1435.82,528.71,36.82,November,11,Q4,Saturday
ORD100758,2023-11-12,Books,Self-Help,West,Corporate,Economy,Credit Card,2,1103.05,0.0,2206.1,795.46,36.06,November,11,Q4,Sunday
ORD100759,2023-05-13,Clothing,Kurta,Central,Corporate,Same Day,UPI,4,1021.71,0.15,3473.81,894.65,25.75,May,5,Q2,Saturday
ORD100760,2023-12-07,Clothing,Saree,East,Corporate,Economy,UPI,2,549.8,0.1,989.64,224.37,22.67,December,12,Q4,Thursday
ORD100761,2023-09-10,Home & Kitchen,Bedsheet,South,Home Office,Same Day,Credit Card,4,10006.11,0.1,36022.0,15731.5,43.67,September,9,Q3,Sunday
ORD100762,2023-07-10,Sports,Dumbbells,South,Consumer,Express,Net Banking,5,4941.85,0.0,24709.25,8285.8,33.53,July,7,Q3,Monday
ORD100763,2023-06-27,Books,Textbook,South,Consumer,Express,UPI,1,321.86,0.0,321.86,157.41,48.91,June,6,Q2,Tuesday
ORD100764,2023-07-29,Electronics,Smartphone,West,Home Office,Standard,UPI,3,28868.79,0.0,86606.37,34182.82,39.47,July,7,Q3,Saturday
ORD100765,2023-05-31,Clothing,Jacket,East,Consumer,Economy,COD,5,3035.77,0.0,15178.85,6583.44,43.37,May,5,Q2,Wednesday
ORD100766,2023-10-19,Clothing,Saree,North,Consumer,Express,UPI,4,4580.03,0.0,18320.12,8652.87,47.23,October,10,Q4,Thursday
ORD100767,2023-12-02,Clothing,Jacket,East,Consumer,Express,COD,4,1190.53,0.0,4762.12,2496.42,52.42,December,12,Q4,Saturday
ORD100768,2023-12-01,Clothing,Jacket,North,Home Office,Express,COD,4,1969.55,0.1,7090.38,3104.91,43.79,December,12,Q4,Friday
ORD100769,2023-08-30,Clothing,Kurta,West,Consumer,Economy,UPI,4,1324.52,0.05,5033.18,1633.32,32.45,August,8,Q3,Wednesday
ORD100770,2023-10-25,Books,Self-Help,East,Consumer,Standard,Net Banking,4,1183.41,0.1,4260.28,1299.53,30.5,October,10,Q4,Wednesday
